"Target","ChoiceOption","PID","condType","dyadID","PersonID","Time","gender","DyadPercentTimeChosen","SameTribe","similarity","mean_time_chosen","C_DyadTimeChosen","CW_DyadTimeChosen","CB_DyadTimeChosen"
"Alicia","Amber",25,"Friend",1,1,0,0,0.45,1,0.5076937,0.48240044555834,-0.0494900169294489,-0.0324004455583403,-0.0170895713711086
"Alicia","Amber",54,"Friend",1,1,0,0,0.3,1,0.5076937,0.48240044555834,-0.199490016929449,-0.18240044555834,-0.0170895713711086
"Alicia","Amber",26,"Friend",1,1,0,0,0.325,1,0.5076937,0.48240044555834,-0.174490016929449,-0.15740044555834,-0.0170895713711086
"Alicia","Amber",27,"Friend",1,1,0,0,0.3,1,0.5076937,0.48240044555834,-0.199490016929449,-0.18240044555834,-0.0170895713711086
"Alicia","Amber",57,"Friend",1,1,0,0,0.738888888888889,1,0.5076937,0.48240044555834,0.23939887195944,0.256488443330549,-0.0170895713711086
"Alicia","Amber",58,"Friend",1,1,0,0,0.527777777777778,1,0.5076937,0.48240044555834,0.028287760848329,0.0453773322194375,-0.0170895713711086
"Alicia","Amber",3,"Friend",1,1,0,0,0.677777777777778,1,0.5076937,0.48240044555834,0.178287760848329,0.195377332219438,-0.0170895713711086
"Alicia","Amber",12,"Friend",1,1,0,0,0.75,1,0.5076937,0.48240044555834,0.250509983070551,0.26759955444166,-0.0170895713711086
"Alicia","Amber",60,"Friend",1,1,0,0,0.15,1,0.5076937,0.48240044555834,-0.349490016929449,-0.33240044555834,-0.0170895713711086
"Alicia","Amber",52,"Friend",1,1,0,0,0.45,1,0.5076937,0.48240044555834,-0.0494900169294489,-0.0324004455583403,-0.0170895713711086
"Alicia","Amber",6,"Friend",1,1,0,0,0.5,1,0.5076937,0.48240044555834,0.000509983070551168,0.0175995544416597,-0.0170895713711086
"Alicia","Amber",15,"Friend",1,1,0,0,0.516666666666667,1,0.5076937,0.48240044555834,0.0171766497372178,0.0342662211083263,-0.0170895713711086
"Alicia","Amber",49,"Friend",1,1,0,0,0.4,1,0.5076937,0.48240044555834,-0.0994900169294488,-0.0824004455583403,-0.0170895713711086
"Alicia","Amber",55,"Friend",1,1,0,0,0.5,1,0.5076937,0.48240044555834,0.000509983070551168,0.0175995544416597,-0.0170895713711086
"Alicia","Amber",9,"Friend",1,1,0,0,0.361111111111111,1,0.5076937,0.48240044555834,-0.138378905818338,-0.121289334447229,-0.0170895713711086
"Alicia","Amber",19,"Friend",1,1,0,0,0.55,1,0.5076937,0.48240044555834,0.0505099830705512,0.0675995544416598,-0.0170895713711086
"Alicia","Amber",50,"Friend",1,1,0,0,0.270833333333333,1,0.5076937,0.48240044555834,-0.228656683596116,-0.211567112225007,-0.0170895713711086
"Alicia","Amber",56,"Friend",1,1,0,0,0.416666666666667,1,0.5076937,0.48240044555834,-0.0828233502627822,-0.0657337788916736,-0.0170895713711086
"Alicia","Amber",22,"Friend",1,1,0,0,0.65,1,0.5076937,0.48240044555834,0.150509983070551,0.16759955444166,-0.0170895713711086
"Alicia","Amber",53,"Friend",1,1,0,0,0.25,1,0.5076937,0.48240044555834,-0.249490016929449,-0.23240044555834,-0.0170895713711086
"Alicia","Amber",28,"Friend",1,1,0,0,0.2,1,0.5076937,0.48240044555834,-0.299490016929449,-0.28240044555834,-0.0170895713711086
"Alicia","Jenna L.",8,"Friend",2,1,0,0,0.1,0,0.5385388,0.463910934744268,-0.399490016929449,-0.363910934744268,-0.0355790821851808
"Alicia","Jenna L.",5,"Friend",2,1,0,0,0.4,0,0.5385388,0.463910934744268,-0.0994900169294488,-0.0639109347442681,-0.0355790821851807
"Alicia","Jenna L.",2,"Friend",2,1,0,0,0.627777777777778,0,0.5385388,0.463910934744268,0.128287760848329,0.16386684303351,-0.0355790821851807
"Alicia","Jenna L.",43,"Friend",2,1,0,0,0.422222222222222,0,0.5385388,0.463910934744268,-0.0772677947072266,-0.0416887125220459,-0.0355790821851807
"Alicia","Jenna L.",7,"Friend",2,1,0,0,0.15,0,0.5385388,0.463910934744268,-0.349490016929449,-0.313910934744268,-0.0355790821851807
"Alicia","Jenna L.",3,"Friend",2,1,0,0,0.3,0,0.5385388,0.463910934744268,-0.199490016929449,-0.163910934744268,-0.0355790821851807
"Alicia","Jenna L.",45,"Friend",2,1,0,0,0.377777777777778,0,0.5385388,0.463910934744268,-0.121712239151671,-0.0861331569664903,-0.0355790821851807
"Alicia","Jenna L.",46,"Friend",2,1,0,0,0.2,0,0.5385388,0.463910934744268,-0.299490016929449,-0.263910934744268,-0.0355790821851807
"Alicia","Jenna L.",6,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",9,"Friend",2,1,0,0,0,0,0.5385388,0.463910934744268,-0.499490016929449,-0.463910934744268,-0.0355790821851807
"Alicia","Jenna L.",4,"Friend",2,1,0,0,0.422222222222222,0,0.5385388,0.463910934744268,-0.0772677947072266,-0.0416887125220459,-0.0355790821851807
"Alicia","Jenna L.",48,"Friend",2,1,0,0,0.3,0,0.5385388,0.463910934744268,-0.199490016929449,-0.163910934744268,-0.0355790821851807
"Alicia","Jenna L.",10,"Friend",2,1,0,0,0.55,0,0.5385388,0.463910934744268,0.0505099830705512,0.086089065255732,-0.0355790821851807
"Alicia","Jenna L.",49,"Friend",2,1,0,0,0.427777777777778,0,0.5385388,0.463910934744268,-0.071712239151671,-0.0361331569664903,-0.0355790821851807
"Alicia","Jenna L.",11,"Friend",2,1,0,0,0.166666666666667,0,0.5385388,0.463910934744268,-0.332823350262782,-0.297244268077601,-0.0355790821851808
"Alicia","Jenna L.",51,"Friend",2,1,0,0,0.541666666666667,0,0.5385388,0.463910934744268,0.0421766497372178,0.0777557319223985,-0.0355790821851807
"Alicia","Jenna L.",13,"Friend",2,1,0,0,0.472222222222222,0,0.5385388,0.463910934744268,-0.0272677947072266,0.00831128747795412,-0.0355790821851807
"Alicia","Jenna L.",52,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",14,"Friend",2,1,0,0,0.2,0,0.5385388,0.463910934744268,-0.299490016929449,-0.263910934744268,-0.0355790821851807
"Alicia","Jenna L.",53,"Friend",2,1,0,0,0,0,0.5385388,0.463910934744268,-0.499490016929449,-0.463910934744268,-0.0355790821851807
"Alicia","Jenna L.",54,"Friend",2,1,0,0,0.633333333333333,0,0.5385388,0.463910934744268,0.133843316403884,0.169422398589065,-0.0355790821851807
"Alicia","Jenna L.",16,"Friend",2,1,0,0,0.05,0,0.5385388,0.463910934744268,-0.449490016929449,-0.413910934744268,-0.0355790821851807
"Alicia","Jenna L.",55,"Friend",2,1,0,0,0.55,0,0.5385388,0.463910934744268,0.0505099830705512,0.086089065255732,-0.0355790821851807
"Alicia","Jenna L.",18,"Friend",2,1,0,0,0.472222222222222,0,0.5385388,0.463910934744268,-0.0272677947072266,0.00831128747795412,-0.0355790821851807
"Alicia","Jenna L.",1,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",57,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",30,"Friend",2,1,0,0,0.118055555555556,0,0.5385388,0.463910934744268,-0.381434461373893,-0.345855379188713,-0.0355790821851807
"Alicia","Jenna L.",58,"Friend",2,1,0,0,0.55,0,0.5385388,0.463910934744268,0.0505099830705512,0.086089065255732,-0.0355790821851807
"Alicia","Jenna L.",31,"Friend",2,1,0,0,0.493055555555556,0,0.5385388,0.463910934744268,-0.00643446137389325,0.0291446208112875,-0.0355790821851807
"Alicia","Jenna L.",59,"Friend",2,1,0,0,0.377777777777778,0,0.5385388,0.463910934744268,-0.121712239151671,-0.0861331569664903,-0.0355790821851807
"Alicia","Jenna L.",32,"Friend",2,1,0,0,0.361111111111111,0,0.5385388,0.463910934744268,-0.138378905818338,-0.102799823633157,-0.0355790821851807
"Alicia","Jenna L.",60,"Friend",2,1,0,0,0.4,0,0.5385388,0.463910934744268,-0.0994900169294488,-0.0639109347442681,-0.0355790821851807
"Alicia","Jenna L.",33,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",34,"Friend",2,1,0,0,0.4,0,0.5385388,0.463910934744268,-0.0994900169294488,-0.0639109347442681,-0.0355790821851807
"Alicia","Jenna L.",35,"Friend",2,1,0,0,0.3,0,0.5385388,0.463910934744268,-0.199490016929449,-0.163910934744268,-0.0355790821851807
"Alicia","Jenna L.",36,"Friend",2,1,0,0,0.6,0,0.5385388,0.463910934744268,0.100509983070551,0.136089065255732,-0.0355790821851807
"Alicia","Jenna L.",37,"Friend",2,1,0,0,0.583333333333333,0,0.5385388,0.463910934744268,0.0838433164038844,0.119422398589065,-0.0355790821851807
"Alicia","Jenna L.",39,"Friend",2,1,0,0,0.722222222222222,0,0.5385388,0.463910934744268,0.222732205292773,0.258311287477954,-0.0355790821851807
"Alicia","Jenna L.",20,"Friend",2,1,0,0,0.327777777777778,0,0.5385388,0.463910934744268,-0.171712239151671,-0.13613315696649,-0.0355790821851807
"Alicia","Jenna L.",40,"Friend",2,1,0,0,0.466666666666667,0,0.5385388,0.463910934744268,-0.0328233502627822,0.00275573192239859,-0.0355790821851807
"Alicia","Jenna L.",41,"Friend",2,1,0,0,0.611111111111111,0,0.5385388,0.463910934744268,0.111621094181662,0.147200176366843,-0.0355790821851807
"Alicia","Jenna L.",12,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",42,"Friend",2,1,0,0,0.5,0,0.5385388,0.463910934744268,0.000509983070551168,0.0360890652557319,-0.0355790821851807
"Alicia","Jenna L.",23,"Friend",2,1,0,0,0.366666666666667,0,0.5385388,0.463910934744268,-0.132823350262782,-0.0972442680776014,-0.0355790821851807
"Alicia","Jenna L.",44,"Friend",2,1,0,0,0.45,0,0.5385388,0.463910934744268,-0.0494900169294489,-0.0139109347442681,-0.0355790821851807
"Alicia","Jenna L.",24,"Friend",2,1,0,0,0.355555555555556,0,0.5385388,0.463910934744268,-0.143934461373893,-0.108355379188713,-0.0355790821851807
"Alicia","Jenna L.",25,"Friend",2,1,0,0,0.4,0,0.5385388,0.463910934744268,-0.0994900169294488,-0.0639109347442681,-0.0355790821851807
"Alicia","Jenna L.",15,"Friend",2,1,0,0,0.25,0,0.5385388,0.463910934744268,-0.249490016929449,-0.213910934744268,-0.0355790821851807
"Alicia","Jenna L.",26,"Friend",2,1,0,0,0.0555555555555556,0,0.5385388,0.463910934744268,-0.443934461373893,-0.408355379188713,-0.0355790821851807
"Alicia","Jenna L.",47,"Friend",2,1,0,0,0.444444444444444,0,0.5385388,0.463910934744268,-0.0550455724850044,-0.0194664902998237,-0.0355790821851807
"Alicia","Jenna L.",19,"Friend",2,1,0,0,0.75,0,0.5385388,0.463910934744268,0.250509983070551,0.286089065255732,-0.0355790821851807
"Alicia","Jenna L.",28,"Friend",2,1,0,0,0.35,0,0.5385388,0.463910934744268,-0.149490016929449,-0.113910934744268,-0.0355790821851807
"Alicia","Jenna L.",50,"Friend",2,1,0,0,0.372222222222222,0,0.5385388,0.463910934744268,-0.127267794707227,-0.0916887125220459,-0.0355790821851807
"Alicia","Jenna L.",21,"Friend",2,1,0,0,0.25,0,0.5385388,0.463910934744268,-0.249490016929449,-0.213910934744268,-0.0355790821851807
"Alicia","Jenna L.",22,"Friend",2,1,0,0,0.316666666666667,0,0.5385388,0.463910934744268,-0.182823350262782,-0.147244268077601,-0.0355790821851807
"Alicia","Jenna L.",56,"Friend",2,1,0,0,0.4,0,0.5385388,0.463910934744268,-0.0994900169294488,-0.0639109347442681,-0.0355790821851807
"Alicia","Jenna L.",27,"Friend",2,1,0,0,0.25,0,0.5385388,0.463910934744268,-0.249490016929449,-0.213910934744268,-0.0355790821851807
"Alicia","Rob M.",8,"Friend",3,1,0,0,0.5,1,0.6506402,0.520883226584981,0.000509983070551168,-0.020883226584981,0.0213932096555322
"Alicia","Rob M.",5,"Friend",3,1,0,0,0.6,1,0.6506402,0.520883226584981,0.100509983070551,0.0791167734150191,0.0213932096555322
"Alicia","Rob M.",13,"Friend",3,1,0,0,0.383333333333333,1,0.6506402,0.520883226584981,-0.116156683596116,-0.137549893251648,0.0213932096555322
"Alicia","Rob M.",14,"Friend",3,1,0,0,0.4,1,0.6506402,0.520883226584981,-0.0994900169294488,-0.120883226584981,0.0213932096555322
"Alicia","Rob M.",10,"Friend",3,1,0,0,0.222222222222222,1,0.6506402,0.520883226584981,-0.277267794707227,-0.298661004362759,0.0213932096555322
"Alicia","Rob M.",23,"Friend",3,1,0,0,0.291666666666667,1,0.6506402,0.520883226584981,-0.207823350262782,-0.229216559918314,0.0213932096555322
"Alicia","Rob M.",26,"Friend",3,1,0,0,0.222222222222222,1,0.6506402,0.520883226584981,-0.277267794707227,-0.298661004362759,0.0213932096555322
"Alicia","Rob M.",16,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",15,"Friend",3,1,0,0,0.325,1,0.6506402,0.520883226584981,-0.174490016929449,-0.195883226584981,0.0213932096555322
"Alicia","Rob M.",2,"Friend",3,1,0,0,0.675,1,0.6506402,0.520883226584981,0.175509983070551,0.154116773415019,0.0213932096555322
"Alicia","Rob M.",57,"Friend",3,1,0,0,0.6,1,0.6506402,0.520883226584981,0.100509983070551,0.0791167734150191,0.0213932096555322
"Alicia","Rob M.",3,"Friend",3,1,0,0,0.3875,1,0.6506402,0.520883226584981,-0.111990016929449,-0.133383226584981,0.0213932096555322
"Alicia","Rob M.",58,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",4,"Friend",3,1,0,0,0.7,1,0.6506402,0.520883226584981,0.200509983070551,0.179116773415019,0.0213932096555322
"Alicia","Rob M.",32,"Friend",3,1,0,0,0.322222222222222,1,0.6506402,0.520883226584981,-0.177267794707227,-0.198661004362759,0.0213932096555322
"Alicia","Rob M.",59,"Friend",3,1,0,0,0.6875,1,0.6506402,0.520883226584981,0.188009983070551,0.166616773415019,0.0213932096555322
"Alicia","Rob M.",60,"Friend",3,1,0,0,0.15,1,0.6506402,0.520883226584981,-0.349490016929449,-0.370883226584981,0.0213932096555322
"Alicia","Rob M.",33,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",34,"Friend",3,1,0,0,0.444444444444444,1,0.6506402,0.520883226584981,-0.0550455724850044,-0.0764387821405366,0.0213932096555322
"Alicia","Rob M.",7,"Friend",3,1,0,0,0.261111111111111,1,0.6506402,0.520883226584981,-0.238378905818338,-0.25977211547387,0.0213932096555322
"Alicia","Rob M.",35,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",45,"Friend",3,1,0,0,0.477777777777778,1,0.6506402,0.520883226584981,-0.021712239151671,-0.0431054488072032,0.0213932096555322
"Alicia","Rob M.",18,"Friend",3,1,0,0,0.3,1,0.6506402,0.520883226584981,-0.199490016929449,-0.220883226584981,0.0213932096555322
"Alicia","Rob M.",6,"Friend",3,1,0,0,0.4,1,0.6506402,0.520883226584981,-0.0994900169294488,-0.120883226584981,0.0213932096555322
"Alicia","Rob M.",9,"Friend",3,1,0,0,0.511111111111111,1,0.6506402,0.520883226584981,0.0116210941816622,-0.00977211547386991,0.0213932096555322
"Alicia","Rob M.",11,"Friend",3,1,0,0,0.261111111111111,1,0.6506402,0.520883226584981,-0.238378905818338,-0.25977211547387,0.0213932096555322
"Alicia","Rob M.",43,"Friend",3,1,0,0,0.5,1,0.6506402,0.520883226584981,0.000509983070551168,-0.020883226584981,0.0213932096555322
"Alicia","Rob M.",52,"Friend",3,1,0,0,0.4,1,0.6506402,0.520883226584981,-0.0994900169294489,-0.120883226584981,0.0213932096555322
"Alicia","Rob M.",25,"Friend",3,1,0,0,0.3,1,0.6506402,0.520883226584981,-0.199490016929449,-0.220883226584981,0.0213932096555322
"Alicia","Rob M.",54,"Friend",3,1,0,0,0.45,1,0.6506402,0.520883226584981,-0.0494900169294488,-0.070883226584981,0.0213932096555322
"Alicia","Rob M.",46,"Friend",3,1,0,0,0.588888888888889,1,0.6506402,0.520883226584981,0.0893988719594401,0.0680056623039079,0.0213932096555322
"Alicia","Rob M.",55,"Friend",3,1,0,0,0.15,1,0.6506402,0.520883226584981,-0.349490016929449,-0.370883226584981,0.0213932096555322
"Alicia","Rob M.",19,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",48,"Friend",3,1,0,0,0.45,1,0.6506402,0.520883226584981,-0.0494900169294488,-0.070883226584981,0.0213932096555322
"Alicia","Rob M.",20,"Friend",3,1,0,0,0.544444444444444,1,0.6506402,0.520883226584981,0.0449544275149956,0.0235612178594634,0.0213932096555322
"Alicia","Rob M.",49,"Friend",3,1,0,0,0.1,1,0.6506402,0.520883226584981,-0.399490016929449,-0.420883226584981,0.0213932096555322
"Alicia","Rob M.",21,"Friend",3,1,0,0,0.5,1,0.6506402,0.520883226584981,0.000509983070551168,-0.020883226584981,0.0213932096555322
"Alicia","Rob M.",12,"Friend",3,1,0,0,0.35,1,0.6506402,0.520883226584981,-0.149490016929449,-0.170883226584981,0.0213932096555322
"Alicia","Rob M.",51,"Friend",3,1,0,0,0.339285714285714,1,0.6506402,0.520883226584981,-0.160204302643735,-0.181597512299267,0.0213932096555322
"Alicia","Rob M.",28,"Friend",3,1,0,0,0.566666666666667,1,0.6506402,0.520883226584981,0.0671766497372178,0.0457834400816857,0.0213932096555322
"Alicia","Rob M.",36,"Friend",3,1,0,0,0.472222222222222,1,0.6506402,0.520883226584981,-0.0272677947072266,-0.0486610043627588,0.0213932096555322
"Alicia","Rob M.",24,"Friend",3,1,0,0,0.35,1,0.6506402,0.520883226584981,-0.149490016929449,-0.170883226584981,0.0213932096555322
"Alicia","Rob M.",27,"Friend",3,1,0,0,0.261111111111111,1,0.6506402,0.520883226584981,-0.238378905818338,-0.25977211547387,0.0213932096555322
"Alicia","Rob M.",53,"Friend",3,1,0,0,0.1,1,0.6506402,0.520883226584981,-0.399490016929449,-0.420883226584981,0.0213932096555322
"Alicia","Rob M.",42,"Friend",3,1,0,0,0.55,1,0.6506402,0.520883226584981,0.0505099830705512,0.0291167734150191,0.0213932096555322
"Alicia","Rob M.",30,"Friend",3,1,0,0,0.222222222222222,1,0.6506402,0.520883226584981,-0.277267794707227,-0.298661004362759,0.0213932096555322
"Alicia","Rob M.",40,"Friend",3,1,0,0,0.372222222222222,1,0.6506402,0.520883226584981,-0.127267794707227,-0.148661004362759,0.0213932096555322
"Alicia","Rob M.",31,"Friend",3,1,0,0,0.208333333333333,1,0.6506402,0.520883226584981,-0.291156683596116,-0.312549893251648,0.0213932096555322
"Alicia","Rob M.",37,"Friend",3,1,0,0,0.7,1,0.6506402,0.520883226584981,0.200509983070551,0.179116773415019,0.0213932096555322
"Alicia","Rob M.",1,"Friend",3,1,0,0,0.25,1,0.6506402,0.520883226584981,-0.249490016929449,-0.270883226584981,0.0213932096555322
"Alicia","Rob M.",39,"Friend",3,1,0,0,0.277777777777778,1,0.6506402,0.520883226584981,-0.221712239151671,-0.243105448807203,0.0213932096555322
"Alicia","Rob M.",22,"Friend",3,1,0,0,0.5,1,0.6506402,0.520883226584981,0.000509983070551168,-0.020883226584981,0.0213932096555322
"Alicia","Rob M.",56,"Friend",3,1,0,0,0.211111111111111,1,0.6506402,0.520883226584981,-0.288378905818338,-0.30977211547387,0.0213932096555322
"Alicia","Rob M.",44,"Friend",3,1,0,0,0.5,1,0.6506402,0.520883226584981,0.000509983070551168,-0.020883226584981,0.0213932096555322
"Alicia","Rob M.",47,"Friend",3,1,0,0,0.777777777777778,1,0.6506402,0.520883226584981,0.278287760848329,0.256894551192797,0.0213932096555322
"Alicia","Rob M.",50,"Friend",3,1,0,0,0.625,1,0.6506402,0.520883226584981,0.125509983070551,0.104116773415019,0.0213932096555322
"Alicia","Rob M.",41,"Friend",3,1,0,0,0.205555555555556,1,0.6506402,0.520883226584981,-0.293934461373893,-0.315327671029425,0.0213932096555322
"Alicia","Rupert",16,"Friend",4,1,0,0,0.4,0,0.5850022,0.486384943841084,-0.0994900169294488,-0.0863849438410842,-0.0131050730883646
"Alicia","Rupert",26,"Friend",4,1,0,0,0.341269841269841,0,0.5850022,0.486384943841084,-0.158220175659608,-0.145115102571243,-0.0131050730883646
"Alicia","Rupert",5,"Friend",4,1,0,0,0.45,0,0.5850022,0.486384943841084,-0.0494900169294488,-0.0363849438410842,-0.0131050730883646
"Alicia","Rupert",45,"Friend",4,1,0,0,0.45,0,0.5850022,0.486384943841084,-0.0494900169294489,-0.0363849438410843,-0.0131050730883646
"Alicia","Rupert",13,"Friend",4,1,0,0,0.2,0,0.5850022,0.486384943841084,-0.299490016929449,-0.286384943841084,-0.0131050730883646
"Alicia","Rupert",35,"Friend",4,1,0,0,0.4,0,0.5850022,0.486384943841084,-0.0994900169294489,-0.0863849438410842,-0.0131050730883646
"Alicia","Rupert",24,"Friend",4,1,0,0,0.4,0,0.5850022,0.486384943841084,-0.0994900169294488,-0.0863849438410842,-0.0131050730883646
"Alicia","Rupert",28,"Friend",4,1,0,0,0.25,0,0.5850022,0.486384943841084,-0.249490016929449,-0.236384943841084,-0.0131050730883646
"Alicia","Rupert",6,"Friend",4,1,0,0,0.411111111111111,0,0.5850022,0.486384943841084,-0.0883789058183377,-0.0752738327299731,-0.0131050730883646
"Alicia","Rupert",33,"Friend",4,1,0,0,0.45,0,0.5850022,0.486384943841084,-0.0494900169294488,-0.0363849438410842,-0.0131050730883646
