"","Target","ChoiceOption","ClipNumber","PID","condType","percent.chosen","Speaker","Recipient","dyad","recent.similarity"
"1007","Alicia","Rob",6,41,"Friend",0.2,"Alicia","Rob","AliciaRob",0.075233474
"1008","Alicia","Rob",6,42,"Win",0.6,"Alicia","Rob","AliciaRob",0.075233474
"1009","Alicia","Rob",6,43,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1010","Alicia","Rob",6,44,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1011","Alicia","Rob",6,45,"Rival",1,"Alicia","Rob","AliciaRob",0.075233474
"1012","Alicia","Rob",6,46,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1013","Alicia","Rob",6,47,"Win",0.4,"Alicia","Rob","AliciaRob",0.075233474
"1014","Alicia","Rob",6,48,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1015","Alicia","Rob",6,49,"Friend",0,"Alicia","Rob","AliciaRob",0.075233474
"1016","Alicia","Rob",6,50,"Rival",0.2,"Alicia","Rob","AliciaRob",0.075233474
"1017","Alicia","Rob",6,51,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1018","Alicia","Rob",6,52,"Friend",0.6,"Alicia","Rob","AliciaRob",0.075233474
"1019","Alicia","Rob",6,53,"Win",0.6,"Alicia","Rob","AliciaRob",0.075233474
"1020","Alicia","Rob",6,54,"Win",0.6,"Alicia","Rob","AliciaRob",0.075233474
"1021","Alicia","Rob",6,55,"Win",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1022","Alicia","Rob",6,56,"Win",1,"Alicia","Rob","AliciaRob",0.075233474
"1023","Alicia","Rob",6,57,"Rival",0.4,"Alicia","Rob","AliciaRob",0.075233474
"1024","Alicia","Rob",6,58,"Win",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1025","Alicia","Rob",6,59,"Win",1,"Alicia","Rob","AliciaRob",0.075233474
"1026","Alicia","Rob",6,60,"Rival",0.8,"Alicia","Rob","AliciaRob",0.075233474
"1027","Alicia","Rupert",1,1,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1028","Alicia","Rupert",1,2,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1029","Alicia","Rupert",1,3,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1030","Alicia","Rupert",1,4,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1031","Alicia","Rupert",1,5,"Win",1,"Alicia","Rupert","AliciaRupert",0.552875
"1032","Alicia","Rupert",1,6,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1033","Alicia","Rupert",1,7,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.552875
"1034","Alicia","Rupert",1,8,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1035","Alicia","Rupert",1,9,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1036","Alicia","Rupert",1,10,"Win",0.25,"Alicia","Rupert","AliciaRupert",0.552875
"1037","Alicia","Rupert",1,11,"Rival",0,"Alicia","Rupert","AliciaRupert",0.552875
"1038","Alicia","Rupert",1,12,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1039","Alicia","Rupert",1,13,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1040","Alicia","Rupert",1,14,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1041","Alicia","Rupert",1,15,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1042","Alicia","Rupert",1,16,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1043","Alicia","Rupert",1,18,"Friend",0.5,"Alicia","Rupert","AliciaRupert",0.552875
"1044","Alicia","Rupert",1,19,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1045","Alicia","Rupert",1,20,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1046","Alicia","Rupert",1,21,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1047","Alicia","Rupert",1,22,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1048","Alicia","Rupert",1,23,"Rival",0,"Alicia","Rupert","AliciaRupert",0.552875
"1049","Alicia","Rupert",1,24,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1050","Alicia","Rupert",1,25,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1051","Alicia","Rupert",1,26,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1052","Alicia","Rupert",1,27,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1053","Alicia","Rupert",1,28,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1054","Alicia","Rupert",1,30,"Win",0.75,"Alicia","Rupert","AliciaRupert",0.552875
"1055","Alicia","Rupert",1,31,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.552875
"1056","Alicia","Rupert",1,32,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1057","Alicia","Rupert",1,33,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1058","Alicia","Rupert",1,34,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1059","Alicia","Rupert",1,35,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1060","Alicia","Rupert",1,36,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1061","Alicia","Rupert",1,37,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.552875
"1062","Alicia","Rupert",1,39,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.552875
"1063","Alicia","Rupert",1,40,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1064","Alicia","Rupert",1,41,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1065","Alicia","Rupert",1,42,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.552875
"1066","Alicia","Rupert",1,43,"Friend",0,"Alicia","Rupert","AliciaRupert",0.552875
"1067","Alicia","Rupert",1,44,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1068","Alicia","Rupert",1,45,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1069","Alicia","Rupert",1,46,"Win",1,"Alicia","Rupert","AliciaRupert",0.552875
"1070","Alicia","Rupert",1,47,"Friend",0.75,"Alicia","Rupert","AliciaRupert",0.552875
"1071","Alicia","Rupert",1,48,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.552875
"1072","Alicia","Rupert",1,49,"Win",0.2,"Alicia","Rupert","AliciaRupert",0.552875
"1073","Alicia","Rupert",1,50,"Friend",0.333333333333333,"Alicia","Rupert","AliciaRupert",0.552875
"1074","Alicia","Rupert",1,51,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1075","Alicia","Rupert",1,52,"Win",0.5,"Alicia","Rupert","AliciaRupert",0.552875
"1076","Alicia","Rupert",1,53,"Rival",0,"Alicia","Rupert","AliciaRupert",0.552875
"1077","Alicia","Rupert",1,54,"Win",0.25,"Alicia","Rupert","AliciaRupert",0.552875
"1078","Alicia","Rupert",1,55,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.552875
"1079","Alicia","Rupert",1,56,"Rival",0.5,"Alicia","Rupert","AliciaRupert",0.552875
"1080","Alicia","Rupert",1,57,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.552875
"1081","Alicia","Rupert",1,58,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.552875
"1082","Alicia","Rupert",1,59,"Rival",0,"Alicia","Rupert","AliciaRupert",0.552875
"1083","Alicia","Rupert",1,60,"Win",1,"Alicia","Rupert","AliciaRupert",0.552875
"1084","Alicia","Rupert",2,30,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1085","Alicia","Rupert",2,37,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1086","Alicia","Rupert",2,33,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1087","Alicia","Rupert",2,48,"Win",0.75,"Alicia","Rupert","AliciaRupert",0.16789228
"1088","Alicia","Rupert",2,41,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1089","Alicia","Rupert",2,54,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1090","Alicia","Rupert",2,45,"Friend",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1091","Alicia","Rupert",2,47,"Rival",0.5,"Alicia","Rupert","AliciaRupert",0.16789228
"1092","Alicia","Rupert",2,32,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1093","Alicia","Rupert",2,15,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1094","Alicia","Rupert",2,8,"Rival",0,"Alicia","Rupert","AliciaRupert",0.16789228
"1095","Alicia","Rupert",2,18,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1096","Alicia","Rupert",2,60,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1097","Alicia","Rupert",2,13,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1098","Alicia","Rupert",2,46,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1099","Alicia","Rupert",2,12,"Friend",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1100","Alicia","Rupert",2,20,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1101","Alicia","Rupert",2,10,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1102","Alicia","Rupert",2,1,"Rival",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1103","Alicia","Rupert",2,56,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1104","Alicia","Rupert",2,31,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1105","Alicia","Rupert",2,25,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1106","Alicia","Rupert",2,4,"Rival",0,"Alicia","Rupert","AliciaRupert",0.16789228
"1107","Alicia","Rupert",2,11,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1108","Alicia","Rupert",2,14,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1109","Alicia","Rupert",2,34,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1110","Alicia","Rupert",2,16,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1111","Alicia","Rupert",2,22,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1112","Alicia","Rupert",2,51,"Win",0.5,"Alicia","Rupert","AliciaRupert",0.16789228
"1113","Alicia","Rupert",2,58,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.16789228
"1114","Alicia","Rupert",2,24,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1115","Alicia","Rupert",2,43,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1116","Alicia","Rupert",2,6,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1117","Alicia","Rupert",2,23,"Friend",0.75,"Alicia","Rupert","AliciaRupert",0.16789228
"1118","Alicia","Rupert",2,35,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1119","Alicia","Rupert",2,9,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1120","Alicia","Rupert",2,53,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1121","Alicia","Rupert",2,44,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1122","Alicia","Rupert",2,3,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1123","Alicia","Rupert",2,5,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1124","Alicia","Rupert",2,21,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1125","Alicia","Rupert",2,26,"Friend",0.666666666666667,"Alicia","Rupert","AliciaRupert",0.16789228
"1126","Alicia","Rupert",2,59,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1127","Alicia","Rupert",2,52,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.16789228
"1128","Alicia","Rupert",2,40,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1129","Alicia","Rupert",2,55,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.16789228
"1130","Alicia","Rupert",2,19,"Friend",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1131","Alicia","Rupert",2,49,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1132","Alicia","Rupert",2,2,"Rival",0,"Alicia","Rupert","AliciaRupert",0.16789228
"1133","Alicia","Rupert",2,39,"Rival",0.25,"Alicia","Rupert","AliciaRupert",0.16789228
"1134","Alicia","Rupert",2,36,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1135","Alicia","Rupert",2,27,"Rival",0.333333333333333,"Alicia","Rupert","AliciaRupert",0.16789228
"1136","Alicia","Rupert",2,7,"Rival",0,"Alicia","Rupert","AliciaRupert",0.16789228
"1137","Alicia","Rupert",2,42,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.16789228
"1138","Alicia","Rupert",2,28,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1139","Alicia","Rupert",2,57,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.16789228
"1140","Alicia","Rupert",2,50,"Win",1,"Alicia","Rupert","AliciaRupert",0.16789228
"1141","Alicia","Rupert",3,1,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1142","Alicia","Rupert",3,2,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1143","Alicia","Rupert",3,3,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1144","Alicia","Rupert",3,4,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1145","Alicia","Rupert",3,5,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1146","Alicia","Rupert",3,6,"Win",0.5,"Alicia","Rupert","AliciaRupert",0.35148403
"1147","Alicia","Rupert",3,7,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1148","Alicia","Rupert",3,8,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1149","Alicia","Rupert",3,9,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1150","Alicia","Rupert",3,10,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1151","Alicia","Rupert",3,11,"Rival",0,"Alicia","Rupert","AliciaRupert",0.35148403
"1152","Alicia","Rupert",3,12,"Win",0.2,"Alicia","Rupert","AliciaRupert",0.35148403
"1153","Alicia","Rupert",3,13,"Friend",0,"Alicia","Rupert","AliciaRupert",0.35148403
"1154","Alicia","Rupert",3,14,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1155","Alicia","Rupert",3,15,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1156","Alicia","Rupert",3,16,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.35148403
"1157","Alicia","Rupert",3,18,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1158","Alicia","Rupert",3,19,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1159","Alicia","Rupert",3,20,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.35148403
"1160","Alicia","Rupert",3,21,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1161","Alicia","Rupert",3,22,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1162","Alicia","Rupert",3,23,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1163","Alicia","Rupert",3,24,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1164","Alicia","Rupert",3,25,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1165","Alicia","Rupert",3,26,"Friend",0.5,"Alicia","Rupert","AliciaRupert",0.35148403
"1166","Alicia","Rupert",3,27,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1167","Alicia","Rupert",3,28,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1168","Alicia","Rupert",3,30,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1169","Alicia","Rupert",3,31,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1170","Alicia","Rupert",3,32,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1171","Alicia","Rupert",3,33,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1172","Alicia","Rupert",3,34,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1173","Alicia","Rupert",3,35,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1174","Alicia","Rupert",3,36,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1175","Alicia","Rupert",3,37,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1176","Alicia","Rupert",3,39,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1177","Alicia","Rupert",3,40,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1178","Alicia","Rupert",3,41,"Rival",0,"Alicia","Rupert","AliciaRupert",0.35148403
"1179","Alicia","Rupert",3,42,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1180","Alicia","Rupert",3,43,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1181","Alicia","Rupert",3,44,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1182","Alicia","Rupert",3,45,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1183","Alicia","Rupert",3,46,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1184","Alicia","Rupert",3,47,"Friend",0.333333333333333,"Alicia","Rupert","AliciaRupert",0.35148403
"1185","Alicia","Rupert",3,48,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1186","Alicia","Rupert",3,49,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1187","Alicia","Rupert",3,50,"Win",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1188","Alicia","Rupert",3,51,"Friend",1,"Alicia","Rupert","AliciaRupert",0.35148403
"1189","Alicia","Rupert",3,52,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.35148403
"1190","Alicia","Rupert",3,53,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1191","Alicia","Rupert",3,54,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1192","Alicia","Rupert",3,55,"Rival",0,"Alicia","Rupert","AliciaRupert",0.35148403
"1193","Alicia","Rupert",3,56,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.35148403
"1194","Alicia","Rupert",3,57,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1195","Alicia","Rupert",3,58,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.35148403
"1196","Alicia","Rupert",3,59,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.35148403
"1197","Alicia","Rupert",3,60,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.35148403
"1198","Alicia","Rupert",4,1,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1199","Alicia","Rupert",4,2,"Rival",0.5,"Alicia","Rupert","AliciaRupert",0.11450412
"1200","Alicia","Rupert",4,3,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1201","Alicia","Rupert",4,4,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1202","Alicia","Rupert",4,5,"Rival",1,"Alicia","Rupert","AliciaRupert",0.11450412
"1203","Alicia","Rupert",4,6,"Win",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1204","Alicia","Rupert",4,7,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1205","Alicia","Rupert",4,8,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1206","Alicia","Rupert",4,9,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1207","Alicia","Rupert",4,10,"Rival",0,"Alicia","Rupert","AliciaRupert",0.11450412
"1208","Alicia","Rupert",4,11,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1209","Alicia","Rupert",4,12,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1210","Alicia","Rupert",4,13,"Rival",0.75,"Alicia","Rupert","AliciaRupert",0.11450412
"1211","Alicia","Rupert",4,14,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1212","Alicia","Rupert",4,15,"Rival",0.5,"Alicia","Rupert","AliciaRupert",0.11450412
"1213","Alicia","Rupert",4,16,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1214","Alicia","Rupert",4,18,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1215","Alicia","Rupert",4,19,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1216","Alicia","Rupert",4,20,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1217","Alicia","Rupert",4,21,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1218","Alicia","Rupert",4,22,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1219","Alicia","Rupert",4,23,"Rival",0.75,"Alicia","Rupert","AliciaRupert",0.11450412
"1220","Alicia","Rupert",4,24,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1221","Alicia","Rupert",4,25,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1222","Alicia","Rupert",4,26,"Rival",0.75,"Alicia","Rupert","AliciaRupert",0.11450412
"1223","Alicia","Rupert",4,27,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1224","Alicia","Rupert",4,28,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1225","Alicia","Rupert",4,30,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1226","Alicia","Rupert",4,31,"Friend",0.5,"Alicia","Rupert","AliciaRupert",0.11450412
"1227","Alicia","Rupert",4,32,"Friend",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1228","Alicia","Rupert",4,33,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1229","Alicia","Rupert",4,34,"Rival",0.75,"Alicia","Rupert","AliciaRupert",0.11450412
"1230","Alicia","Rupert",4,35,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1231","Alicia","Rupert",4,36,"Friend",1,"Alicia","Rupert","AliciaRupert",0.11450412
"1232","Alicia","Rupert",4,37,"Friend",1,"Alicia","Rupert","AliciaRupert",0.11450412
"1233","Alicia","Rupert",4,39,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1234","Alicia","Rupert",4,40,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1235","Alicia","Rupert",4,41,"Rival",0.333333333333333,"Alicia","Rupert","AliciaRupert",0.11450412
"1236","Alicia","Rupert",4,42,"Friend",1,"Alicia","Rupert","AliciaRupert",0.11450412
"1237","Alicia","Rupert",4,43,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1238","Alicia","Rupert",4,44,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1239","Alicia","Rupert",4,45,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.11450412
"1240","Alicia","Rupert",4,46,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1241","Alicia","Rupert",4,47,"Win",0.5,"Alicia","Rupert","AliciaRupert",0.11450412
"1242","Alicia","Rupert",4,48,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1243","Alicia","Rupert",4,49,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1244","Alicia","Rupert",4,50,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1245","Alicia","Rupert",4,51,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1246","Alicia","Rupert",4,52,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1247","Alicia","Rupert",4,53,"Win",1,"Alicia","Rupert","AliciaRupert",0.11450412
"1248","Alicia","Rupert",4,54,"Rival",0,"Alicia","Rupert","AliciaRupert",0.11450412
"1249","Alicia","Rupert",4,55,"Rival",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1250","Alicia","Rupert",4,56,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1251","Alicia","Rupert",4,57,"Win",0.4,"Alicia","Rupert","AliciaRupert",0.11450412
"1252","Alicia","Rupert",4,58,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.11450412
"1253","Alicia","Rupert",4,59,"Friend",0.666666666666667,"Alicia","Rupert","AliciaRupert",0.11450412
"1254","Alicia","Rupert",4,60,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.11450412
"1255","Alicia","Rupert",5,1,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.28958267
"1256","Alicia","Rupert",5,2,"Friend",0.5,"Alicia","Rupert","AliciaRupert",0.28958267
"1257","Alicia","Rupert",5,3,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1258","Alicia","Rupert",5,4,"Friend",0.5,"Alicia","Rupert","AliciaRupert",0.28958267
"1259","Alicia","Rupert",5,5,"Friend",0.2,"Alicia","Rupert","AliciaRupert",0.28958267
"1260","Alicia","Rupert",5,6,"Rival",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1261","Alicia","Rupert",5,7,"Friend",0.75,"Alicia","Rupert","AliciaRupert",0.28958267
"1262","Alicia","Rupert",5,8,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.28958267
"1263","Alicia","Rupert",5,9,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1264","Alicia","Rupert",5,10,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1265","Alicia","Rupert",5,11,"Friend",1,"Alicia","Rupert","AliciaRupert",0.28958267
"1266","Alicia","Rupert",5,12,"Rival",0.2,"Alicia","Rupert","AliciaRupert",0.28958267
"1267","Alicia","Rupert",5,13,"Friend",0,"Alicia","Rupert","AliciaRupert",0.28958267
"1268","Alicia","Rupert",5,14,"Friend",0.4,"Alicia","Rupert","AliciaRupert",0.28958267
"1269","Alicia","Rupert",5,15,"Friend",0.75,"Alicia","Rupert","AliciaRupert",0.28958267
"1270","Alicia","Rupert",5,16,"Win",1,"Alicia","Rupert","AliciaRupert",0.28958267
"1271","Alicia","Rupert",5,18,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.28958267
"1272","Alicia","Rupert",5,19,"Rival",0.5,"Alicia","Rupert","AliciaRupert",0.28958267
"1273","Alicia","Rupert",5,20,"Rival",0,"Alicia","Rupert","AliciaRupert",0.28958267
"1274","Alicia","Rupert",5,21,"Win",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1275","Alicia","Rupert",5,22,"Friend",0.6,"Alicia","Rupert","AliciaRupert",0.28958267
"1276","Alicia","Rupert",5,23,"Win",0.8,"Alicia","Rupert","AliciaRupert",0.28958267
"1277","Alicia","Rupert",5,24,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.28958267
"1278","Alicia","Rupert",5,25,"Rival",0.8,"Alicia","Rupert","AliciaRupert",0.28958267
"1279","Alicia","Rupert",5,26,"Rival",0.75,"Alicia","Rupert","AliciaRupert",0.28958267
