"","Target","ChoiceOption","ClipNumber","PID","condType","percent.chosen","Speaker","Recipient","dyad","recent.similarity"
"6012","Jenna","Tom",5,37,"Win",0.4,"Jenna","Tom","JennaTom",0.08198449
"6013","Jenna","Tom",5,39,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6014","Jenna","Tom",5,40,"Win",0.4,"Jenna","Tom","JennaTom",0.08198449
"6015","Jenna","Tom",5,41,"Win",0.4,"Jenna","Tom","JennaTom",0.08198449
"6016","Jenna","Tom",5,42,"Rival",0.2,"Jenna","Tom","JennaTom",0.08198449
"6017","Jenna","Tom",5,43,"Win",0.2,"Jenna","Tom","JennaTom",0.08198449
"6018","Jenna","Tom",5,44,"Friend",0.5,"Jenna","Tom","JennaTom",0.08198449
"6019","Jenna","Tom",5,45,"Win",0,"Jenna","Tom","JennaTom",0.08198449
"6020","Jenna","Tom",5,46,"Friend",0.6,"Jenna","Tom","JennaTom",0.08198449
"6021","Jenna","Tom",5,47,"Rival",0.75,"Jenna","Tom","JennaTom",0.08198449
"6022","Jenna","Tom",5,48,"Win",0.2,"Jenna","Tom","JennaTom",0.08198449
"6023","Jenna","Tom",5,49,"Win",0,"Jenna","Tom","JennaTom",0.08198449
"6024","Jenna","Tom",5,50,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6025","Jenna","Tom",5,51,"Win",0.25,"Jenna","Tom","JennaTom",0.08198449
"6026","Jenna","Tom",5,52,"Rival",0.4,"Jenna","Tom","JennaTom",0.08198449
"6027","Jenna","Tom",5,53,"Rival",0.8,"Jenna","Tom","JennaTom",0.08198449
"6028","Jenna","Tom",5,54,"Friend",0.2,"Jenna","Tom","JennaTom",0.08198449
"6029","Jenna","Tom",5,55,"Win",0.2,"Jenna","Tom","JennaTom",0.08198449
"6030","Jenna","Tom",5,56,"Friend",0.5,"Jenna","Tom","JennaTom",0.08198449
"6031","Jenna","Tom",5,57,"Friend",0.6,"Jenna","Tom","JennaTom",0.08198449
"6032","Jenna","Tom",5,58,"Win",0,"Jenna","Tom","JennaTom",0.08198449
"6033","Jenna","Tom",5,4,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6034","Jenna","Tom",5,5,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6035","Jenna","Tom",5,6,"Rival",0.4,"Jenna","Tom","JennaTom",0.08198449
"6036","Jenna","Tom",5,7,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6037","Jenna","Tom",5,1,"Friend",0.6,"Jenna","Tom","JennaTom",0.08198449
"6038","Jenna","Tom",5,2,"Friend",0.4,"Jenna","Tom","JennaTom",0.08198449
"6039","Jenna","Tom",5,3,"Rival",0.5,"Jenna","Tom","JennaTom",0.08198449
"6040","Jenna","Tom",5,8,"Friend",0.2,"Jenna","Tom","JennaTom",0.08198449
"6041","Jenna","Tom",5,9,"Win",0,"Jenna","Tom","JennaTom",0.08198449
"6042","Jenna","Tom",5,10,"Friend",0.6,"Jenna","Tom","JennaTom",0.08198449
"6043","Jenna","Tom",6,59,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6044","Jenna","Tom",6,60,"Rival",0.6,"Jenna","Tom","JennaTom",0.0793232
"6045","Jenna","Tom",6,36,"Rival",0.5,"Jenna","Tom","JennaTom",0.0793232
"6046","Jenna","Tom",6,37,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6047","Jenna","Tom",6,39,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6048","Jenna","Tom",6,40,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6049","Jenna","Tom",6,41,"Friend",0.6,"Jenna","Tom","JennaTom",0.0793232
"6050","Jenna","Tom",6,42,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6051","Jenna","Tom",6,43,"Rival",0,"Jenna","Tom","JennaTom",0.0793232
"6052","Jenna","Tom",6,44,"Rival",0.6,"Jenna","Tom","JennaTom",0.0793232
"6053","Jenna","Tom",6,45,"Rival",0.6,"Jenna","Tom","JennaTom",0.0793232
"6054","Jenna","Tom",6,46,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6055","Jenna","Tom",6,47,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6056","Jenna","Tom",6,48,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6057","Jenna","Tom",6,49,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6058","Jenna","Tom",6,50,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6059","Jenna","Tom",6,51,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6060","Jenna","Tom",6,52,"Friend",0.5,"Jenna","Tom","JennaTom",0.0793232
"6061","Jenna","Tom",6,53,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6062","Jenna","Tom",6,54,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6063","Jenna","Tom",6,55,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6064","Jenna","Tom",6,56,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6065","Jenna","Tom",6,57,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6066","Jenna","Tom",6,58,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6067","Jenna","Tom",6,11,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6068","Jenna","Tom",6,12,"Win",1,"Jenna","Tom","JennaTom",0.0793232
"6069","Jenna","Tom",6,13,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6070","Jenna","Tom",6,14,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6071","Jenna","Tom",6,15,"Win",0.6,"Jenna","Tom","JennaTom",0.0793232
"6072","Jenna","Tom",6,16,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6073","Jenna","Tom",6,18,"Friend",0.2,"Jenna","Tom","JennaTom",0.0793232
"6074","Jenna","Tom",6,19,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6075","Jenna","Tom",6,20,"Friend",0.5,"Jenna","Tom","JennaTom",0.0793232
"6076","Jenna","Tom",6,21,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6077","Jenna","Tom",6,22,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6078","Jenna","Tom",6,23,"Friend",0.2,"Jenna","Tom","JennaTom",0.0793232
"6079","Jenna","Tom",6,24,"Rival",0.6,"Jenna","Tom","JennaTom",0.0793232
"6080","Jenna","Tom",6,25,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6081","Jenna","Tom",6,26,"Win",0.6,"Jenna","Tom","JennaTom",0.0793232
"6082","Jenna","Tom",6,27,"Friend",1,"Jenna","Tom","JennaTom",0.0793232
"6083","Jenna","Tom",6,28,"Rival",0,"Jenna","Tom","JennaTom",0.0793232
"6084","Jenna","Tom",6,30,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6085","Jenna","Tom",6,31,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6086","Jenna","Tom",6,32,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6087","Jenna","Tom",6,33,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6088","Jenna","Tom",6,34,"Friend",0.2,"Jenna","Tom","JennaTom",0.0793232
"6089","Jenna","Tom",6,35,"Rival",0.4,"Jenna","Tom","JennaTom",0.0793232
"6090","Jenna","Tom",6,1,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6091","Jenna","Tom",6,2,"Win",0.2,"Jenna","Tom","JennaTom",0.0793232
"6092","Jenna","Tom",6,3,"Rival",0.75,"Jenna","Tom","JennaTom",0.0793232
"6093","Jenna","Tom",6,4,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6094","Jenna","Tom",6,5,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6095","Jenna","Tom",6,6,"Friend",0.8,"Jenna","Tom","JennaTom",0.0793232
"6096","Jenna","Tom",6,7,"Win",0.4,"Jenna","Tom","JennaTom",0.0793232
"6097","Jenna","Tom",6,8,"Friend",0.4,"Jenna","Tom","JennaTom",0.0793232
"6098","Jenna","Tom",6,9,"Rival",0.2,"Jenna","Tom","JennaTom",0.0793232
"6099","Jenna","Tom",6,10,"Friend",0.8,"Jenna","Tom","JennaTom",0.0793232
"6100","Rob","Alicia",1,12,"Rival",0.75,"Rob","Alicia","AliciaRob",0.34965456
"6101","Rob","Alicia",1,13,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6102","Rob","Alicia",1,14,"Win",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6103","Rob","Alicia",1,15,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6104","Rob","Alicia",1,16,"Win",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6105","Rob","Alicia",1,18,"Friend",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6106","Rob","Alicia",1,19,"Friend",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6107","Rob","Alicia",1,20,"Win",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6108","Rob","Alicia",1,21,"Friend",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6109","Rob","Alicia",1,22,"Win",0.75,"Rob","Alicia","AliciaRob",0.34965456
"6110","Rob","Alicia",1,23,"Rival",0.25,"Rob","Alicia","AliciaRob",0.34965456
"6111","Rob","Alicia",1,24,"Friend",0,"Rob","Alicia","AliciaRob",0.34965456
"6112","Rob","Alicia",1,25,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6113","Rob","Alicia",1,26,"Win",0.25,"Rob","Alicia","AliciaRob",0.34965456
"6114","Rob","Alicia",1,27,"Win",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6115","Rob","Alicia",1,28,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6116","Rob","Alicia",1,30,"Win",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6117","Rob","Alicia",1,31,"Win",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6118","Rob","Alicia",1,32,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6119","Rob","Alicia",1,33,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6120","Rob","Alicia",1,34,"Win",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6121","Rob","Alicia",1,35,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6122","Rob","Alicia",1,36,"Friend",0.5,"Rob","Alicia","AliciaRob",0.34965456
"6123","Rob","Alicia",1,37,"Friend",1,"Rob","Alicia","AliciaRob",0.34965456
"6124","Rob","Alicia",1,39,"Friend",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6125","Rob","Alicia",1,40,"Friend",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6126","Rob","Alicia",1,41,"Friend",0.25,"Rob","Alicia","AliciaRob",0.34965456
"6127","Rob","Alicia",1,42,"Rival",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6128","Rob","Alicia",1,43,"Friend",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6129","Rob","Alicia",1,44,"Friend",0.25,"Rob","Alicia","AliciaRob",0.34965456
"6130","Rob","Alicia",1,45,"Friend",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6131","Rob","Alicia",1,46,"Win",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6132","Rob","Alicia",1,47,"Friend",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6133","Rob","Alicia",1,48,"Friend",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6134","Rob","Alicia",1,49,"Win",1,"Rob","Alicia","AliciaRob",0.34965456
"6135","Rob","Alicia",1,50,"Friend",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6136","Rob","Alicia",1,51,"Friend",0.25,"Rob","Alicia","AliciaRob",0.34965456
"6137","Rob","Alicia",1,52,"Win",1,"Rob","Alicia","AliciaRob",0.34965456
"6138","Rob","Alicia",1,53,"Rival",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6139","Rob","Alicia",1,54,"Win",0.5,"Rob","Alicia","AliciaRob",0.34965456
"6140","Rob","Alicia",1,55,"Friend",0,"Rob","Alicia","AliciaRob",0.34965456
"6141","Rob","Alicia",1,56,"Rival",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6142","Rob","Alicia",1,57,"Friend",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6143","Rob","Alicia",1,58,"Friend",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6144","Rob","Alicia",1,59,"Rival",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6145","Rob","Alicia",1,60,"Win",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6146","Rob","Alicia",1,1,"Win",1,"Rob","Alicia","AliciaRob",0.34965456
"6147","Rob","Alicia",1,2,"Friend",0.6,"Rob","Alicia","AliciaRob",0.34965456
"6148","Rob","Alicia",1,3,"Friend",0.5,"Rob","Alicia","AliciaRob",0.34965456
"6149","Rob","Alicia",1,4,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6150","Rob","Alicia",1,5,"Win",0,"Rob","Alicia","AliciaRob",0.34965456
"6151","Rob","Alicia",1,6,"Rival",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6152","Rob","Alicia",1,7,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6153","Rob","Alicia",1,8,"Win",0.2,"Rob","Alicia","AliciaRob",0.34965456
"6154","Rob","Alicia",1,9,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6155","Rob","Alicia",1,10,"Win",0.4,"Rob","Alicia","AliciaRob",0.34965456
"6156","Rob","Alicia",1,11,"Rival",0.8,"Rob","Alicia","AliciaRob",0.34965456
"6157","Rob","Alicia",2,1,"Rival",0.6,"Rob","Alicia","AliciaRob",0.35666144
"6158","Rob","Alicia",2,2,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6159","Rob","Alicia",2,3,"Friend",0.25,"Rob","Alicia","AliciaRob",0.35666144
"6160","Rob","Alicia",2,4,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6161","Rob","Alicia",2,5,"Rival",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6162","Rob","Alicia",2,6,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6163","Rob","Alicia",2,7,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6164","Rob","Alicia",2,8,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6165","Rob","Alicia",2,9,"Friend",0.25,"Rob","Alicia","AliciaRob",0.35666144
"6166","Rob","Alicia",2,10,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6167","Rob","Alicia",2,11,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6168","Rob","Alicia",2,12,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6169","Rob","Alicia",2,13,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6170","Rob","Alicia",2,14,"Rival",1,"Rob","Alicia","AliciaRob",0.35666144
"6171","Rob","Alicia",2,15,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6172","Rob","Alicia",2,16,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6173","Rob","Alicia",2,18,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6174","Rob","Alicia",2,19,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6175","Rob","Alicia",2,20,"Win",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6176","Rob","Alicia",2,21,"Friend",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6177","Rob","Alicia",2,22,"Friend",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6178","Rob","Alicia",2,23,"Friend",0.666666666666667,"Rob","Alicia","AliciaRob",0.35666144
"6179","Rob","Alicia",2,24,"Win",0,"Rob","Alicia","AliciaRob",0.35666144
"6180","Rob","Alicia",2,25,"Win",0,"Rob","Alicia","AliciaRob",0.35666144
"6181","Rob","Alicia",2,26,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6182","Rob","Alicia",2,27,"Rival",0.75,"Rob","Alicia","AliciaRob",0.35666144
"6183","Rob","Alicia",2,28,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6184","Rob","Alicia",2,30,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6185","Rob","Alicia",2,31,"Rival",0.6,"Rob","Alicia","AliciaRob",0.35666144
"6186","Rob","Alicia",2,32,"Rival",1,"Rob","Alicia","AliciaRob",0.35666144
"6187","Rob","Alicia",2,33,"Friend",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6188","Rob","Alicia",2,34,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6189","Rob","Alicia",2,35,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6190","Rob","Alicia",2,36,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6191","Rob","Alicia",2,37,"Rival",1,"Rob","Alicia","AliciaRob",0.35666144
"6192","Rob","Alicia",2,39,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6193","Rob","Alicia",2,40,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6194","Rob","Alicia",2,41,"Win",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6195","Rob","Alicia",2,42,"Friend",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6196","Rob","Alicia",2,43,"Rival",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6197","Rob","Alicia",2,44,"Win",0.333333333333333,"Rob","Alicia","AliciaRob",0.35666144
"6198","Rob","Alicia",2,45,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6199","Rob","Alicia",2,46,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6200","Rob","Alicia",2,47,"Rival",0.6,"Rob","Alicia","AliciaRob",0.35666144
"6201","Rob","Alicia",2,48,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6202","Rob","Alicia",2,49,"Rival",0.6,"Rob","Alicia","AliciaRob",0.35666144
"6203","Rob","Alicia",2,50,"Win",0.4,"Rob","Alicia","AliciaRob",0.35666144
"6204","Rob","Alicia",2,51,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6205","Rob","Alicia",2,52,"Friend",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6206","Rob","Alicia",2,53,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6207","Rob","Alicia",2,54,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6208","Rob","Alicia",2,55,"Friend",0,"Rob","Alicia","AliciaRob",0.35666144
"6209","Rob","Alicia",2,56,"Win",1,"Rob","Alicia","AliciaRob",0.35666144
"6210","Rob","Alicia",2,57,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6211","Rob","Alicia",2,58,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6212","Rob","Alicia",2,59,"Win",0.2,"Rob","Alicia","AliciaRob",0.35666144
"6213","Rob","Alicia",2,60,"Rival",0.8,"Rob","Alicia","AliciaRob",0.35666144
"6214","Rob","Alicia",3,34,"Win",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6215","Rob","Alicia",3,35,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6216","Rob","Alicia",3,36,"Win",0,"Rob","Alicia","AliciaRob",0.3588369
"6217","Rob","Alicia",3,37,"Win",0.8,"Rob","Alicia","AliciaRob",0.3588369
"6218","Rob","Alicia",3,39,"Win",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6219","Rob","Alicia",3,40,"Rival",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6220","Rob","Alicia",3,41,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6221","Rob","Alicia",3,42,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6222","Rob","Alicia",3,43,"Win",0,"Rob","Alicia","AliciaRob",0.3588369
"6223","Rob","Alicia",3,44,"Rival",1,"Rob","Alicia","AliciaRob",0.3588369
"6224","Rob","Alicia",3,1,"Win",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6225","Rob","Alicia",3,2,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6226","Rob","Alicia",3,3,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6227","Rob","Alicia",3,4,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6228","Rob","Alicia",3,5,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6229","Rob","Alicia",3,6,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6230","Rob","Alicia",3,7,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6231","Rob","Alicia",3,8,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6232","Rob","Alicia",3,9,"Friend",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6233","Rob","Alicia",3,10,"Rival",0.5,"Rob","Alicia","AliciaRob",0.3588369
"6234","Rob","Alicia",3,11,"Rival",1,"Rob","Alicia","AliciaRob",0.3588369
"6235","Rob","Alicia",3,12,"Win",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6236","Rob","Alicia",3,13,"Friend",0,"Rob","Alicia","AliciaRob",0.3588369
"6237","Rob","Alicia",3,14,"Friend",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6238","Rob","Alicia",3,15,"Friend",0,"Rob","Alicia","AliciaRob",0.3588369
"6239","Rob","Alicia",3,16,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6240","Rob","Alicia",3,18,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6241","Rob","Alicia",3,19,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6242","Rob","Alicia",3,20,"Rival",0.8,"Rob","Alicia","AliciaRob",0.3588369
"6243","Rob","Alicia",3,21,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6244","Rob","Alicia",3,22,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6245","Rob","Alicia",3,23,"Win",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6246","Rob","Alicia",3,24,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6247","Rob","Alicia",3,25,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6248","Rob","Alicia",3,26,"Friend",0,"Rob","Alicia","AliciaRob",0.3588369
"6249","Rob","Alicia",3,27,"Friend",0.25,"Rob","Alicia","AliciaRob",0.3588369
"6250","Rob","Alicia",3,28,"Win",0,"Rob","Alicia","AliciaRob",0.3588369
"6251","Rob","Alicia",3,30,"Rival",0.75,"Rob","Alicia","AliciaRob",0.3588369
"6252","Rob","Alicia",3,31,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6253","Rob","Alicia",3,32,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6254","Rob","Alicia",3,33,"Rival",0.8,"Rob","Alicia","AliciaRob",0.3588369
"6255","Rob","Alicia",3,45,"Win",1,"Rob","Alicia","AliciaRob",0.3588369
"6256","Rob","Alicia",3,46,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6257","Rob","Alicia",3,47,"Friend",1,"Rob","Alicia","AliciaRob",0.3588369
"6258","Rob","Alicia",3,48,"Friend",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6259","Rob","Alicia",3,49,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6260","Rob","Alicia",3,50,"Win",0.4,"Rob","Alicia","AliciaRob",0.3588369
"6261","Rob","Alicia",3,51,"Friend",0.25,"Rob","Alicia","AliciaRob",0.3588369
"6262","Rob","Alicia",3,52,"Win",0.8,"Rob","Alicia","AliciaRob",0.3588369
"6263","Rob","Alicia",3,53,"Friend",0,"Rob","Alicia","AliciaRob",0.3588369
"6264","Rob","Alicia",3,54,"Friend",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6265","Rob","Alicia",3,55,"Rival",1,"Rob","Alicia","AliciaRob",0.3588369
"6266","Rob","Alicia",3,56,"Rival",0.75,"Rob","Alicia","AliciaRob",0.3588369
"6267","Rob","Alicia",3,57,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6268","Rob","Alicia",3,58,"Friend",0.2,"Rob","Alicia","AliciaRob",0.3588369
"6269","Rob","Alicia",3,59,"Rival",0.6,"Rob","Alicia","AliciaRob",0.3588369
"6270","Rob","Alicia",3,60,"Friend",0,"Rob","Alicia","AliciaRob",0.3588369
"6271","Rob","Alicia",4,1,"Rival",0.8,"Rob","Alicia","AliciaRob",0.08540726
"6272","Rob","Alicia",4,2,"Rival",0.75,"Rob","Alicia","AliciaRob",0.08540726
"6273","Rob","Alicia",4,3,"Win",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6274","Rob","Alicia",4,4,"Friend",0.6,"Rob","Alicia","AliciaRob",0.08540726
"6275","Rob","Alicia",4,5,"Rival",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6276","Rob","Alicia",4,6,"Win",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6277","Rob","Alicia",4,7,"Friend",0.25,"Rob","Alicia","AliciaRob",0.08540726
"6278","Rob","Alicia",4,8,"Rival",0.6,"Rob","Alicia","AliciaRob",0.08540726
"6279","Rob","Alicia",4,9,"Win",0.6,"Rob","Alicia","AliciaRob",0.08540726
"6280","Rob","Alicia",4,10,"Rival",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6281","Rob","Alicia",4,11,"Friend",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6282","Rob","Alicia",4,12,"Friend",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6283","Rob","Alicia",4,13,"Rival",0.75,"Rob","Alicia","AliciaRob",0.08540726
"6284","Rob","Alicia",4,14,"Win",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6285","Rob","Alicia",4,15,"Rival",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6286","Rob","Alicia",4,16,"Friend",0,"Rob","Alicia","AliciaRob",0.08540726
"6287","Rob","Alicia",4,18,"Rival",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6288","Rob","Alicia",4,19,"Rival",0.6,"Rob","Alicia","AliciaRob",0.08540726
"6289","Rob","Alicia",4,20,"Friend",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6290","Rob","Alicia",4,21,"Rival",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6291","Rob","Alicia",4,22,"Rival",0,"Rob","Alicia","AliciaRob",0.08540726
"6292","Rob","Alicia",4,23,"Rival",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6293","Rob","Alicia",4,42,"Friend",0.4,"Rob","Alicia","AliciaRob",0.08540726
"6294","Rob","Alicia",4,43,"Friend",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6295","Rob","Alicia",4,44,"Win",0.5,"Rob","Alicia","AliciaRob",0.08540726
"6296","Rob","Alicia",4,45,"Rival",1,"Rob","Alicia","AliciaRob",0.08540726
"6297","Rob","Alicia",4,46,"Win",0.8,"Rob","Alicia","AliciaRob",0.08540726
"6298","Rob","Alicia",4,47,"Win",0.2,"Rob","Alicia","AliciaRob",0.08540726
"6299","Rob","Alicia",4,48,"Rival",0.6,"Rob","Alicia","AliciaRob",0.08540726
"6300","Rob","Alicia",4,49,"Friend",0,"Rob","Alicia","AliciaRob",0.08540726
"6301","Rob","Alicia",4,50,"Rival",0.2,"Rob","Alicia","AliciaRob",0.08540726
