"Target","ChoiceOption","ClipNumber","PID","condType","percent.chosen","speaker.sentiment","speaker.clout","overall.sentiment","recent.sentiment","cumulative.sentiment","overall.clout","recent.clout","cumulative.clout","recent.similarity","mean.wordcount"
"Amber","Rupert",2,10,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,11,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,12,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,13,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,14,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,15,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,16,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,18,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,19,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,20,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,21,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,22,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,23,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,24,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,25,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,26,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,27,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,28,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,30,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,31,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,32,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,33,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,34,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,35,"Friend",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,36,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,37,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,39,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,40,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,41,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,42,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,43,"Rival",0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,44,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,45,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,46,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,47,"Rival",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,48,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,49,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,50,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,51,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,52,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,53,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,54,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,55,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,56,"Win",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,57,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,58,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,59,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",2,60,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,37,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,39,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,40,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,41,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,42,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,43,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,44,"Rival",0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,45,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,46,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,47,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,48,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,49,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,50,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,51,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,52,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,53,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,54,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,55,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,56,"Rival",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,57,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,58,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,59,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,60,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,1,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,2,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,3,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,4,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,5,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,6,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,7,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,8,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,9,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,10,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,11,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,12,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,13,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,14,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,15,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,16,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,18,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,19,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,20,"Rival",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,21,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,22,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,23,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,24,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,25,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,26,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,27,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,28,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,30,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,31,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,32,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,33,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,34,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,35,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",3,36,"Win",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,37,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,39,"Rival",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,40,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,41,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,42,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,43,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,44,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,45,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,46,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,47,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,48,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,49,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,50,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,51,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,52,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,53,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,54,"Rival",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,55,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,56,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,57,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,58,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,59,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,60,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,1,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,2,"Rival",0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,3,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,4,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,5,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,6,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,7,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,8,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,9,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,10,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,11,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,12,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,13,"Rival",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,14,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,15,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,16,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,18,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,19,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,20,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,21,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,22,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,23,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,24,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,25,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,26,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,27,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,28,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,30,"Friend",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,31,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,32,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,33,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,34,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,35,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",4,36,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,1,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,2,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,3,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,4,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,5,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,6,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,7,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,8,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,9,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,10,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,11,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,12,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,13,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,14,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,15,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,16,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,18,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,19,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,20,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,21,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,22,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,23,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,24,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,25,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,26,"Rival",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,27,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,28,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,30,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,31,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,32,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,33,"Friend",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,34,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,35,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,36,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,37,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,39,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,40,"Win",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,41,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,42,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,43,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,44,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,45,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,46,"Friend",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,47,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,48,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,49,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,50,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,51,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,52,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,53,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,54,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,55,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,56,"Friend",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,57,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,58,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,59,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",5,60,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,1,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,2,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,3,"Rival",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,4,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,5,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,6,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,7,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,8,"Friend",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,9,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,10,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,11,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,12,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,13,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,14,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,15,"Win",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,16,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,18,"Friend",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,19,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,20,"Friend",0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,21,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,22,"Rival",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,23,"Friend",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,24,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,25,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,26,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,27,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,28,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,30,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,31,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,32,"Win",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,33,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,34,"Friend",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,35,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,36,"Rival",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,37,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,39,"Win",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,40,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,41,"Friend",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,42,"Win",0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,43,"Rival",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,44,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,45,"Rival",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,46,"Rival",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,47,"Win",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amber","Rupert",6,48,"Rival",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
