"","dyad","similarity","Time","correlation","PID","condType","PercentChosen"
"1","AliciaAmber",0.5076937,0,0.36753410715728,1,"Friend",0.5
"2","AliciaAmber",0.5076937,0,0.36753410715728,56,"Friend",0.416666666666667
"3","AliciaAmber",0.5076937,0,0.36753410715728,3,"Friend",0.677777777777778
"4","AliciaAmber",0.5076937,0,0.36753410715728,32,"Friend",0.211111111111111
"5","AliciaAmber",0.5076937,0,0.36753410715728,5,"Friend",0.55
"6","AliciaAmber",0.5076937,0,0.36753410715728,7,"Friend",0.483333333333333
"7","AliciaAmber",0.5076937,0,0.36753410715728,26,"Friend",0.325
"8","AliciaAmber",0.5076937,0,0.36753410715728,39,"Friend",0.416666666666667
"9","AliciaAmber",0.5076937,0,0.36753410715728,2,"Friend",0.666666666666667
"10","AliciaAmber",0.5076937,0,0.36753410715728,41,"Friend",0.6
"11","AliciaAmber",0.5076937,0,0.36753410715728,13,"Friend",0.35
"12","AliciaAmber",0.5076937,0,0.36753410715728,43,"Friend",0.35
"13","AliciaAmber",0.5076937,0,0.36753410715728,45,"Friend",0.5
"14","AliciaAmber",0.5076937,0,0.36753410715728,8,"Friend",0.427777777777778
"15","AliciaAmber",0.5076937,0,0.36753410715728,20,"Friend",0.284722222222222
"16","AliciaAmber",0.5076937,0,0.36753410715728,40,"Friend",0.6
"17","AliciaAmber",0.5076937,0,0.36753410715728,22,"Friend",0.65
"18","AliciaAmber",0.5076937,0,0.36753410715728,51,"Friend",0.5
"19","AliciaAmber",0.5076937,0,0.36753410715728,24,"Friend",0.45
"20","AliciaAmber",0.5076937,0,0.36753410715728,44,"Friend",0.45
"21","AliciaAmber",0.5076937,0,0.36753410715728,46,"Friend",0.35
"22","AliciaAmber",0.5076937,0,0.36753410715728,9,"Friend",0.361111111111111
"23","AliciaAmber",0.5076937,0,0.36753410715728,57,"Friend",0.738888888888889
"24","AliciaAmber",0.5076937,0,0.36753410715728,4,"Friend",0.372222222222222
"25","AliciaAmber",0.5076937,0,0.36753410715728,33,"Friend",0.4
"26","AliciaAmber",0.5076937,0,0.36753410715728,6,"Friend",0.5
"27","AliciaAmber",0.5076937,0,0.36753410715728,25,"Friend",0.45
"28","AliciaAmber",0.5076937,0,0.36753410715728,27,"Friend",0.3
"29","AliciaAmber",0.5076937,0,0.36753410715728,47,"Friend",0.652777777777778
"30","AliciaAmber",0.5076937,0,0.36753410715728,30,"Friend",0.277777777777778
"31","AliciaAmber",0.5076937,0,0.36753410715728,42,"Friend",0.316666666666667
"32","AliciaAmber",0.5076937,0,0.36753410715728,14,"Friend",0.35
"33","AliciaAmber",0.5076937,0,0.36753410715728,34,"Friend",0.55
"34","AliciaAmber",0.5076937,0,0.36753410715728,53,"Friend",0.25
"35","AliciaAmber",0.5076937,0,0.36753410715728,16,"Friend",0.322222222222222
"36","AliciaAmber",0.5076937,0,0.36753410715728,21,"Friend",0.65
"37","AliciaAmber",0.5076937,0,0.36753410715728,11,"Friend",0.5
"38","AliciaAmber",0.5076937,0,0.36753410715728,23,"Friend",0.520833333333333
"39","AliciaAmber",0.5076937,0,0.36753410715728,52,"Friend",0.45
"40","AliciaAmber",0.5076937,0,0.36753410715728,15,"Friend",0.516666666666667
"41","AliciaAmber",0.5076937,0,0.36753410715728,35,"Friend",0.311111111111111
"42","AliciaAmber",0.5076937,0,0.36753410715728,54,"Friend",0.3
"43","AliciaAmber",0.5076937,0,0.36753410715728,10,"Friend",0.333333333333333
"44","AliciaAmber",0.5076937,0,0.36753410715728,58,"Friend",0.527777777777778
"45","AliciaAmber",0.5076937,0,0.36753410715728,12,"Friend",0.75
"46","AliciaAmber",0.5076937,0,0.36753410715728,48,"Friend",0.6
"47","AliciaAmber",0.5076937,0,0.36753410715728,60,"Friend",0.15
"48","AliciaAmber",0.5076937,0,0.36753410715728,59,"Friend",0.422222222222222
"49","AliciaAmber",0.5076937,0,0.36753410715728,28,"Friend",0.2
"50","AliciaAmber",0.5076937,0,0.36753410715728,36,"Friend",0.55
"51","AliciaAmber",0.5076937,0,0.36753410715728,31,"Friend",0.314285714285714
"52","AliciaAmber",0.5076937,0,0.36753410715728,18,"Friend",0.65
"53","AliciaAmber",0.5076937,0,0.36753410715728,49,"Friend",0.4
"54","AliciaAmber",0.5076937,0,0.36753410715728,37,"Friend",0.45
"55","AliciaAmber",0.5076937,0,0.36753410715728,55,"Friend",0.5
"56","AliciaAmber",0.5076937,0,0.36753410715728,19,"Friend",0.55
"57","AliciaAmber",0.5076937,0,0.36753410715728,50,"Friend",0.270833333333333
"58","AliciaAmber",0.43745762,2,0.36753410715728,1,"Friend",0.5
"59","AliciaAmber",0.43745762,2,0.36753410715728,56,"Friend",0.416666666666667
"60","AliciaAmber",0.43745762,2,0.36753410715728,3,"Friend",0.677777777777778
"61","AliciaAmber",0.43745762,2,0.36753410715728,32,"Friend",0.211111111111111
"62","AliciaAmber",0.43745762,2,0.36753410715728,5,"Friend",0.55
"63","AliciaAmber",0.43745762,2,0.36753410715728,7,"Friend",0.483333333333333
"64","AliciaAmber",0.43745762,2,0.36753410715728,26,"Friend",0.325
"65","AliciaAmber",0.43745762,2,0.36753410715728,39,"Friend",0.416666666666667
"66","AliciaAmber",0.43745762,2,0.36753410715728,2,"Friend",0.666666666666667
"67","AliciaAmber",0.43745762,2,0.36753410715728,41,"Friend",0.6
"68","AliciaAmber",0.43745762,2,0.36753410715728,13,"Friend",0.35
"69","AliciaAmber",0.43745762,2,0.36753410715728,43,"Friend",0.35
"70","AliciaAmber",0.43745762,2,0.36753410715728,45,"Friend",0.5
"71","AliciaAmber",0.43745762,2,0.36753410715728,8,"Friend",0.427777777777778
"72","AliciaAmber",0.43745762,2,0.36753410715728,20,"Friend",0.284722222222222
"73","AliciaAmber",0.43745762,2,0.36753410715728,40,"Friend",0.6
"74","AliciaAmber",0.43745762,2,0.36753410715728,22,"Friend",0.65
"75","AliciaAmber",0.43745762,2,0.36753410715728,51,"Friend",0.5
"76","AliciaAmber",0.43745762,2,0.36753410715728,24,"Friend",0.45
"77","AliciaAmber",0.43745762,2,0.36753410715728,44,"Friend",0.45
"78","AliciaAmber",0.43745762,2,0.36753410715728,46,"Friend",0.35
"79","AliciaAmber",0.43745762,2,0.36753410715728,9,"Friend",0.361111111111111
"80","AliciaAmber",0.43745762,2,0.36753410715728,57,"Friend",0.738888888888889
"81","AliciaAmber",0.43745762,2,0.36753410715728,4,"Friend",0.372222222222222
